,0
10,"{'danceability': 0.736, 'energy': 0.468, 'key': 4, 'loudness': -7.035, 'mode': 1, 'speechiness': 0.0294, 'acousticness': 0.53, 'instrumentalness': 0.00184, 'liveness': 0.094, 'valence': 0.642, 'tempo': 97.484, 'type': 'audio_features', 'id': '21PaOSZdsh7DToHW6d5B38', 'uri': 'spotify:track:21PaOSZdsh7DToHW6d5B38', 'track_href': 'https://api.spotify.com/v1/tracks/21PaOSZdsh7DToHW6d5B38', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/21PaOSZdsh7DToHW6d5B38', 'duration_ms': 148360, 'time_signature': 3}"
11,"{'danceability': 0.43, 'energy': 0.771, 'key': 5, 'loudness': -7.176, 'mode': 1, 'speechiness': 0.0375, 'acousticness': 0.0876, 'instrumentalness': 0.0239, 'liveness': 0.121, 'valence': 0.772, 'tempo': 201.001, 'type': 'audio_features', 'id': '4keAoywVf4jxRvXU7ON0hV', 'uri': 'spotify:track:4keAoywVf4jxRvXU7ON0hV', 'track_href': 'https://api.spotify.com/v1/tracks/4keAoywVf4jxRvXU7ON0hV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4keAoywVf4jxRvXU7ON0hV', 'duration_ms': 145893, 'time_signature': 4}"
12,"{'danceability': 0.534, 'energy': 0.6, 'key': 5, 'loudness': -9.138, 'mode': 0, 'speechiness': 0.28, 'acousticness': 0.505, 'instrumentalness': 0.316, 'liveness': 0.188, 'valence': 0.653, 'tempo': 202.086, 'type': 'audio_features', 'id': '2oeqKWbVwK5Ly2vjwWJKHd', 'uri': 'spotify:track:2oeqKWbVwK5Ly2vjwWJKHd', 'track_href': 'https://api.spotify.com/v1/tracks/2oeqKWbVwK5Ly2vjwWJKHd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2oeqKWbVwK5Ly2vjwWJKHd', 'duration_ms': 210653, 'time_signature': 4}"
13,"{'danceability': 0.617, 'energy': 0.78, 'key': 7, 'loudness': -4.466, 'mode': 0, 'speechiness': 0.0376, 'acousticness': 0.0141, 'instrumentalness': 0.0112, 'liveness': 0.0833, 'valence': 0.326, 'tempo': 93.951, 'type': 'audio_features', 'id': '6IRzBP4gVoV4D2zHmocoWy', 'uri': 'spotify:track:6IRzBP4gVoV4D2zHmocoWy', 'track_href': 'https://api.spotify.com/v1/tracks/6IRzBP4gVoV4D2zHmocoWy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6IRzBP4gVoV4D2zHmocoWy', 'duration_ms': 375320, 'time_signature': 4}"
14,"{'danceability': 0.625, 'energy': 0.645, 'key': 9, 'loudness': -5.959, 'mode': 1, 'speechiness': 0.0278, 'acousticness': 0.54, 'instrumentalness': 0.0776, 'liveness': 0.347, 'valence': 0.685, 'tempo': 106.996, 'type': 'audio_features', 'id': '5u9cuDcYdOpSRB7fAYXXdp', 'uri': 'spotify:track:5u9cuDcYdOpSRB7fAYXXdp', 'track_href': 'https://api.spotify.com/v1/tracks/5u9cuDcYdOpSRB7fAYXXdp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5u9cuDcYdOpSRB7fAYXXdp', 'duration_ms': 187572, 'time_signature': 4}"
15,"{'danceability': 0.817, 'energy': 0.441, 'key': 9, 'loudness': -11.214, 'mode': 1, 'speechiness': 0.0417, 'acousticness': 0.43, 'instrumentalness': 0.0269, 'liveness': 0.123, 'valence': 0.683, 'tempo': 143.02, 'type': 'audio_features', 'id': '5DMatF7gcSJ6DwUKrgAbhx', 'uri': 'spotify:track:5DMatF7gcSJ6DwUKrgAbhx', 'track_href': 'https://api.spotify.com/v1/tracks/5DMatF7gcSJ6DwUKrgAbhx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5DMatF7gcSJ6DwUKrgAbhx', 'duration_ms': 135603, 'time_signature': 4}"
16,"{'danceability': 0.603, 'energy': 0.783, 'key': 6, 'loudness': -4.023, 'mode': 1, 'speechiness': 0.062, 'acousticness': 0.449, 'instrumentalness': 7.96e-06, 'liveness': 0.119, 'valence': 0.775, 'tempo': 172.041, 'type': 'audio_features', 'id': '37y7iDayfwm3WXn5BiAoRk', 'uri': 'spotify:track:37y7iDayfwm3WXn5BiAoRk', 'track_href': 'https://api.spotify.com/v1/tracks/37y7iDayfwm3WXn5BiAoRk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/37y7iDayfwm3WXn5BiAoRk', 'duration_ms': 173104, 'time_signature': 4}"
17,"{'danceability': 0.572, 'energy': 0.662, 'key': 7, 'loudness': -6.041, 'mode': 1, 'speechiness': 0.0316, 'acousticness': 0.00817, 'instrumentalness': 0, 'liveness': 0.159, 'valence': 0.356, 'tempo': 103.025, 'type': 'audio_features', 'id': '2XzAcJx3qBDnS1hD2vNwbh', 'uri': 'spotify:track:2XzAcJx3qBDnS1hD2vNwbh', 'track_href': 'https://api.spotify.com/v1/tracks/2XzAcJx3qBDnS1hD2vNwbh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2XzAcJx3qBDnS1hD2vNwbh', 'duration_ms': 237653, 'time_signature': 4}"
18,"{'danceability': 0.769, 'energy': 0.829, 'key': 0, 'loudness': -5.228, 'mode': 1, 'speechiness': 0.0661, 'acousticness': 0.00948, 'instrumentalness': 6.65e-05, 'liveness': 0.301, 'valence': 0.648, 'tempo': 159.943, 'type': 'audio_features', 'id': '5jbDih9bLGmI8ycUKkN5XA', 'uri': 'spotify:track:5jbDih9bLGmI8ycUKkN5XA', 'track_href': 'https://api.spotify.com/v1/tracks/5jbDih9bLGmI8ycUKkN5XA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5jbDih9bLGmI8ycUKkN5XA', 'duration_ms': 100291, 'time_signature': 4}"
19,"{'danceability': 0.565, 'energy': 0.832, 'key': 8, 'loudness': -5.751, 'mode': 0, 'speechiness': 0.108, 'acousticness': 0.0639, 'instrumentalness': 0.0291, 'liveness': 0.386, 'valence': 0.847, 'tempo': 143.302, 'type': 'audio_features', 'id': '25SJaCCPiosugnlY53VhRG', 'uri': 'spotify:track:25SJaCCPiosugnlY53VhRG', 'track_href': 'https://api.spotify.com/v1/tracks/25SJaCCPiosugnlY53VhRG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/25SJaCCPiosugnlY53VhRG', 'duration_ms': 173889, 'time_signature': 4}"
20,"{'danceability': 0.456, 'energy': 0.323, 'key': 10, 'loudness': -6.764, 'mode': 1, 'speechiness': 0.0318, 'acousticness': 0.858, 'instrumentalness': 0.00913, 'liveness': 0.146, 'valence': 0.363, 'tempo': 116.903, 'type': 'audio_features', 'id': '7lu6YLrlB1MU7HW8DJSuPa', 'uri': 'spotify:track:7lu6YLrlB1MU7HW8DJSuPa', 'track_href': 'https://api.spotify.com/v1/tracks/7lu6YLrlB1MU7HW8DJSuPa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7lu6YLrlB1MU7HW8DJSuPa', 'duration_ms': 310373, 'time_signature': 4}"
21,"{'danceability': 0.492, 'energy': 0.779, 'key': 3, 'loudness': -5.022, 'mode': 1, 'speechiness': 0.0498, 'acousticness': 0.0292, 'instrumentalness': 0, 'liveness': 0.129, 'valence': 0.445, 'tempo': 104.966, 'type': 'audio_features', 'id': '1F5A4LpF8ylUVtPoMAvNvn', 'uri': 'spotify:track:1F5A4LpF8ylUVtPoMAvNvn', 'track_href': 'https://api.spotify.com/v1/tracks/1F5A4LpF8ylUVtPoMAvNvn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1F5A4LpF8ylUVtPoMAvNvn', 'duration_ms': 196027, 'time_signature': 4}"
22,"{'danceability': 0.394, 'energy': 0.76, 'key': 9, 'loudness': -6.321, 'mode': 1, 'speechiness': 0.0412, 'acousticness': 0.0208, 'instrumentalness': 0.00091, 'liveness': 0.0512, 'valence': 0.605, 'tempo': 131.711, 'type': 'audio_features', 'id': '0vbwHDmP0pCZj62FHZuHro', 'uri': 'spotify:track:0vbwHDmP0pCZj62FHZuHro', 'track_href': 'https://api.spotify.com/v1/tracks/0vbwHDmP0pCZj62FHZuHro', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0vbwHDmP0pCZj62FHZuHro', 'duration_ms': 310879, 'time_signature': 4}"
23,"{'danceability': 0.559, 'energy': 0.793, 'key': 2, 'loudness': -4.019, 'mode': 0, 'speechiness': 0.0346, 'acousticness': 0.174, 'instrumentalness': 0.021, 'liveness': 0.329, 'valence': 0.604, 'tempo': 80.083, 'type': 'audio_features', 'id': '6yFNMQrUVlg9Uqo0qRzGOD', 'uri': 'spotify:track:6yFNMQrUVlg9Uqo0qRzGOD', 'track_href': 'https://api.spotify.com/v1/tracks/6yFNMQrUVlg9Uqo0qRzGOD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6yFNMQrUVlg9Uqo0qRzGOD', 'duration_ms': 179767, 'time_signature': 4}"
24,"{'danceability': 0.457, 'energy': 0.84, 'key': 1, 'loudness': -7.075, 'mode': 0, 'speechiness': 0.0737, 'acousticness': 0.00537, 'instrumentalness': 0.00246, 'liveness': 0.472, 'valence': 0.231, 'tempo': 159.987, 'type': 'audio_features', 'id': '7E9OnFFwTYDz6ZllgfbwOd', 'uri': 'spotify:track:7E9OnFFwTYDz6ZllgfbwOd', 'track_href': 'https://api.spotify.com/v1/tracks/7E9OnFFwTYDz6ZllgfbwOd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7E9OnFFwTYDz6ZllgfbwOd', 'duration_ms': 222027, 'time_signature': 4}"
25,"{'danceability': 0.432, 'energy': 0.822, 'key': 7, 'loudness': -3.278, 'mode': 0, 'speechiness': 0.0389, 'acousticness': 0.000261, 'instrumentalness': 1.73e-05, 'liveness': 0.696, 'valence': 0.211, 'tempo': 100.062, 'type': 'audio_features', 'id': '7rxdEeEAZ3c5KQ7s1bC3cc', 'uri': 'spotify:track:7rxdEeEAZ3c5KQ7s1bC3cc', 'track_href': 'https://api.spotify.com/v1/tracks/7rxdEeEAZ3c5KQ7s1bC3cc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7rxdEeEAZ3c5KQ7s1bC3cc', 'duration_ms': 209093, 'time_signature': 4}"
26,"{'danceability': 0.67, 'energy': 0.528, 'key': 8, 'loudness': -9.372, 'mode': 0, 'speechiness': 0.0323, 'acousticness': 0.0565, 'instrumentalness': 0.00117, 'liveness': 0.102, 'valence': 0.628, 'tempo': 87.965, 'type': 'audio_features', 'id': '3pihS07XVQEavaS9n7kObt', 'uri': 'spotify:track:3pihS07XVQEavaS9n7kObt', 'track_href': 'https://api.spotify.com/v1/tracks/3pihS07XVQEavaS9n7kObt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3pihS07XVQEavaS9n7kObt', 'duration_ms': 278311, 'time_signature': 4}"
27,"{'danceability': 0.501, 'energy': 0.765, 'key': 6, 'loudness': -7.063, 'mode': 0, 'speechiness': 0.0281, 'acousticness': 0.00294, 'instrumentalness': 0.49, 'liveness': 0.184, 'valence': 0.46, 'tempo': 91.769, 'type': 'audio_features', 'id': '2OFrAsP5Vrcb0DtsPNsm54', 'uri': 'spotify:track:2OFrAsP5Vrcb0DtsPNsm54', 'track_href': 'https://api.spotify.com/v1/tracks/2OFrAsP5Vrcb0DtsPNsm54', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2OFrAsP5Vrcb0DtsPNsm54', 'duration_ms': 190846, 'time_signature': 4}"
28,"{'danceability': 0.724, 'energy': 0.48, 'key': 2, 'loudness': -7.537, 'mode': 1, 'speechiness': 0.0342, 'acousticness': 0.211, 'instrumentalness': 0.0772, 'liveness': 0.289, 'valence': 0.591, 'tempo': 125.007, 'type': 'audio_features', 'id': '4gwltSjdrzKtKz9dlk2Wja', 'uri': 'spotify:track:4gwltSjdrzKtKz9dlk2Wja', 'track_href': 'https://api.spotify.com/v1/tracks/4gwltSjdrzKtKz9dlk2Wja', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4gwltSjdrzKtKz9dlk2Wja', 'duration_ms': 187415, 'time_signature': 4}"
29,"{'danceability': 0.559, 'energy': 0.32, 'key': 6, 'loudness': -7.694, 'mode': 1, 'speechiness': 0.0414, 'acousticness': 0.0644, 'instrumentalness': 0.132, 'liveness': 0.173, 'valence': 0.497, 'tempo': 147.366, 'type': 'audio_features', 'id': '0nMqu5vN44GNv8UOQxmBJK', 'uri': 'spotify:track:0nMqu5vN44GNv8UOQxmBJK', 'track_href': 'https://api.spotify.com/v1/tracks/0nMqu5vN44GNv8UOQxmBJK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0nMqu5vN44GNv8UOQxmBJK', 'duration_ms': 341200, 'time_signature': 4}"
30,"{'danceability': 0.393, 'energy': 0.481, 'key': 1, 'loudness': -10.462, 'mode': 1, 'speechiness': 0.0273, 'acousticness': 0.758, 'instrumentalness': 0.73, 'liveness': 0.0869, 'valence': 0.0763, 'tempo': 98.462, 'type': 'audio_features', 'id': '0bxcUgWlOURkU6lZt4zog0', 'uri': 'spotify:track:0bxcUgWlOURkU6lZt4zog0', 'track_href': 'https://api.spotify.com/v1/tracks/0bxcUgWlOURkU6lZt4zog0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0bxcUgWlOURkU6lZt4zog0', 'duration_ms': 318379, 'time_signature': 4}"
31,"{'danceability': 0.788, 'energy': 0.802, 'key': 8, 'loudness': -6.159, 'mode': 1, 'speechiness': 0.039, 'acousticness': 0.203, 'instrumentalness': 0.865, 'liveness': 0.154, 'valence': 0.919, 'tempo': 129.959, 'type': 'audio_features', 'id': '1id0zv3eTLHzjzzEysoxoO', 'uri': 'spotify:track:1id0zv3eTLHzjzzEysoxoO', 'track_href': 'https://api.spotify.com/v1/tracks/1id0zv3eTLHzjzzEysoxoO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1id0zv3eTLHzjzzEysoxoO', 'duration_ms': 157826, 'time_signature': 4}"
32,"{'danceability': 0.593, 'energy': 0.779, 'key': 8, 'loudness': -4.269, 'mode': 0, 'speechiness': 0.0429, 'acousticness': 0.0419, 'instrumentalness': 0, 'liveness': 0.312, 'valence': 0.443, 'tempo': 124.539, 'type': 'audio_features', 'id': '7utenMA93Ldpg9O5oC6AP4', 'uri': 'spotify:track:7utenMA93Ldpg9O5oC6AP4', 'track_href': 'https://api.spotify.com/v1/tracks/7utenMA93Ldpg9O5oC6AP4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7utenMA93Ldpg9O5oC6AP4', 'duration_ms': 234503, 'time_signature': 4}"
33,"{'danceability': 0.954, 'energy': 0.537, 'key': 7, 'loudness': -6.871, 'mode': 1, 'speechiness': 0.0901, 'acousticness': 0.0723, 'instrumentalness': 0.0569, 'liveness': 0.218, 'valence': 0.525, 'tempo': 116.964, 'type': 'audio_features', 'id': '6cLxofxCjrFpQYtifjK5Vf', 'uri': 'spotify:track:6cLxofxCjrFpQYtifjK5Vf', 'track_href': 'https://api.spotify.com/v1/tracks/6cLxofxCjrFpQYtifjK5Vf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6cLxofxCjrFpQYtifjK5Vf', 'duration_ms': 196170, 'time_signature': 4}"
34,"{'danceability': 0.603, 'energy': 0.918, 'key': 4, 'loudness': -6.652, 'mode': 0, 'speechiness': 0.0641, 'acousticness': 0.216, 'instrumentalness': 0.146, 'liveness': 0.287, 'valence': 0.452, 'tempo': 102.473, 'type': 'audio_features', 'id': '0vAb3U3NJhiuib2B7sJdeJ', 'uri': 'spotify:track:0vAb3U3NJhiuib2B7sJdeJ', 'track_href': 'https://api.spotify.com/v1/tracks/0vAb3U3NJhiuib2B7sJdeJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0vAb3U3NJhiuib2B7sJdeJ', 'duration_ms': 233655, 'time_signature': 4}"
35,"{'danceability': 0.541, 'energy': 0.82, 'key': 6, 'loudness': -6.458, 'mode': 1, 'speechiness': 0.104, 'acousticness': 0.788, 'instrumentalness': 0.841, 'liveness': 0.123, 'valence': 0.846, 'tempo': 154.04, 'type': 'audio_features', 'id': '0UcuSr7oi0AUbEaLGwukW0', 'uri': 'spotify:track:0UcuSr7oi0AUbEaLGwukW0', 'track_href': 'https://api.spotify.com/v1/tracks/0UcuSr7oi0AUbEaLGwukW0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0UcuSr7oi0AUbEaLGwukW0', 'duration_ms': 134336, 'time_signature': 4}"
36,"{'danceability': 0.843, 'energy': 0.594, 'key': 5, 'loudness': -6.934, 'mode': 1, 'speechiness': 0.0414, 'acousticness': 0.0816, 'instrumentalness': 4.55e-06, 'liveness': 0.043, 'valence': 0.766, 'tempo': 113.997, 'type': 'audio_features', 'id': '7qKZHYT4bfX6q6vQywt9VT', 'uri': 'spotify:track:7qKZHYT4bfX6q6vQywt9VT', 'track_href': 'https://api.spotify.com/v1/tracks/7qKZHYT4bfX6q6vQywt9VT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7qKZHYT4bfX6q6vQywt9VT', 'duration_ms': 243158, 'time_signature': 4}"
37,"{'danceability': 0.598, 'energy': 0.553, 'key': 9, 'loudness': -6.742, 'mode': 0, 'speechiness': 0.0397, 'acousticness': 0.562, 'instrumentalness': 0.157, 'liveness': 0.257, 'valence': 0.533, 'tempo': 123.075, 'type': 'audio_features', 'id': '6qZjm61s6u8Ead9sWxCDro', 'uri': 'spotify:track:6qZjm61s6u8Ead9sWxCDro', 'track_href': 'https://api.spotify.com/v1/tracks/6qZjm61s6u8Ead9sWxCDro', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6qZjm61s6u8Ead9sWxCDro', 'duration_ms': 211227, 'time_signature': 4}"
38,"{'danceability': 0.535, 'energy': 0.725, 'key': 7, 'loudness': -5.493, 'mode': 1, 'speechiness': 0.0309, 'acousticness': 0.666, 'instrumentalness': 0.29, 'liveness': 0.162, 'valence': 0.561, 'tempo': 161.679, 'type': 'audio_features', 'id': '6TDZDeTpzDl4v4cbqECsmQ', 'uri': 'spotify:track:6TDZDeTpzDl4v4cbqECsmQ', 'track_href': 'https://api.spotify.com/v1/tracks/6TDZDeTpzDl4v4cbqECsmQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6TDZDeTpzDl4v4cbqECsmQ', 'duration_ms': 202733, 'time_signature': 4}"
39,"{'danceability': 0.537, 'energy': 0.558, 'key': 11, 'loudness': -8.678, 'mode': 1, 'speechiness': 0.0929, 'acousticness': 0.263, 'instrumentalness': 0.91, 'liveness': 0.102, 'valence': 0.505, 'tempo': 131.037, 'type': 'audio_features', 'id': '1MJ5f5EYBC92ADD6xcz7nb', 'uri': 'spotify:track:1MJ5f5EYBC92ADD6xcz7nb', 'track_href': 'https://api.spotify.com/v1/tracks/1MJ5f5EYBC92ADD6xcz7nb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1MJ5f5EYBC92ADD6xcz7nb', 'duration_ms': 231724, 'time_signature': 4}"
40,"{'danceability': 0.471, 'energy': 0.881, 'key': 11, 'loudness': -4.483, 'mode': 0, 'speechiness': 0.0461, 'acousticness': 0.0588, 'instrumentalness': 0.000378, 'liveness': 0.26, 'valence': 0.547, 'tempo': 169.881, 'type': 'audio_features', 'id': '1GHjBjnMJQ420waXq6Ut6I', 'uri': 'spotify:track:1GHjBjnMJQ420waXq6Ut6I', 'track_href': 'https://api.spotify.com/v1/tracks/1GHjBjnMJQ420waXq6Ut6I', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1GHjBjnMJQ420waXq6Ut6I', 'duration_ms': 158573, 'time_signature': 4}"
41,"{'danceability': 0.369, 'energy': 0.671, 'key': 1, 'loudness': -6.504, 'mode': 0, 'speechiness': 0.0346, 'acousticness': 0.165, 'instrumentalness': 0.00765, 'liveness': 0.118, 'valence': 0.537, 'tempo': 144.909, 'type': 'audio_features', 'id': '0s2mDwSz2RvcHE3DYhSkL2', 'uri': 'spotify:track:0s2mDwSz2RvcHE3DYhSkL2', 'track_href': 'https://api.spotify.com/v1/tracks/0s2mDwSz2RvcHE3DYhSkL2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0s2mDwSz2RvcHE3DYhSkL2', 'duration_ms': 305040, 'time_signature': 4}"
42,"{'danceability': 0.347, 'energy': 0.198, 'key': 1, 'loudness': -14.755, 'mode': 1, 'speechiness': 0.0339, 'acousticness': 0.884, 'instrumentalness': 0.00519, 'liveness': 0.216, 'valence': 0.376, 'tempo': 75.895, 'type': 'audio_features', 'id': '0C9uCmroJIKf8ClqMOZ97j', 'uri': 'spotify:track:0C9uCmroJIKf8ClqMOZ97j', 'track_href': 'https://api.spotify.com/v1/tracks/0C9uCmroJIKf8ClqMOZ97j', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0C9uCmroJIKf8ClqMOZ97j', 'duration_ms': 227707, 'time_signature': 4}"
