,0
10,"{'danceability': 0.597, 'energy': 0.635, 'key': 0, 'loudness': -5.889, 'mode': 1, 'speechiness': 0.0311, 'acousticness': 0.035, 'instrumentalness': 0.00553, 'liveness': 0.127, 'valence': 0.196, 'tempo': 113.032, 'type': 'audio_features', 'id': '7hNT08Aa0p2Wpozs1tAAoN', 'uri': 'spotify:track:7hNT08Aa0p2Wpozs1tAAoN', 'track_href': 'https://api.spotify.com/v1/tracks/7hNT08Aa0p2Wpozs1tAAoN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7hNT08Aa0p2Wpozs1tAAoN', 'duration_ms': 218000, 'time_signature': 4}"
11,"{'danceability': 0.633, 'energy': 0.537, 'key': 6, 'loudness': -10.45, 'mode': 0, 'speechiness': 0.0544, 'acousticness': 0.0141, 'instrumentalness': 3.72e-05, 'liveness': 0.103, 'valence': 0.889, 'tempo': 117.907, 'type': 'audio_features', 'id': '5uIRujGRZv5t4fGKkUTv4n', 'uri': 'spotify:track:5uIRujGRZv5t4fGKkUTv4n', 'track_href': 'https://api.spotify.com/v1/tracks/5uIRujGRZv5t4fGKkUTv4n', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5uIRujGRZv5t4fGKkUTv4n', 'duration_ms': 197947, 'time_signature': 4}"
12,"{'danceability': 0.727, 'energy': 0.48, 'key': 5, 'loudness': -9.278, 'mode': 0, 'speechiness': 0.0987, 'acousticness': 0.444, 'instrumentalness': 0, 'liveness': 0.118, 'valence': 0.369, 'tempo': 120.025, 'type': 'audio_features', 'id': '16ro1is6DmDKkarlJMBbzV', 'uri': 'spotify:track:16ro1is6DmDKkarlJMBbzV', 'track_href': 'https://api.spotify.com/v1/tracks/16ro1is6DmDKkarlJMBbzV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/16ro1is6DmDKkarlJMBbzV', 'duration_ms': 269053, 'time_signature': 4}"
13,"{'danceability': 0.675, 'energy': 0.495, 'key': 7, 'loudness': -7.045, 'mode': 1, 'speechiness': 0.0306, 'acousticness': 0.131, 'instrumentalness': 1.37e-05, 'liveness': 0.217, 'valence': 0.561, 'tempo': 133.944, 'type': 'audio_features', 'id': '71fXNfei1P4aKo0glOVc1E', 'uri': 'spotify:track:71fXNfei1P4aKo0glOVc1E', 'track_href': 'https://api.spotify.com/v1/tracks/71fXNfei1P4aKo0glOVc1E', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/71fXNfei1P4aKo0glOVc1E', 'duration_ms': 213893, 'time_signature': 4}"
14,"{'danceability': 0.64, 'energy': 0.675, 'key': 9, 'loudness': -5.011, 'mode': 1, 'speechiness': 0.0936, 'acousticness': 0.0722, 'instrumentalness': 1.08e-06, 'liveness': 0.206, 'valence': 0.698, 'tempo': 80.921, 'type': 'audio_features', 'id': '1eMBtkX7Ae4WHoKyMRn4wQ', 'uri': 'spotify:track:1eMBtkX7Ae4WHoKyMRn4wQ', 'track_href': 'https://api.spotify.com/v1/tracks/1eMBtkX7Ae4WHoKyMRn4wQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1eMBtkX7Ae4WHoKyMRn4wQ', 'duration_ms': 193187, 'time_signature': 4}"
15,"{'danceability': 0.559, 'energy': 0.467, 'key': 11, 'loudness': -12.543, 'mode': 1, 'speechiness': 0.0337, 'acousticness': 0.273, 'instrumentalness': 1.27e-06, 'liveness': 0.654, 'valence': 0.588, 'tempo': 115.097, 'type': 'audio_features', 'id': '2JqRNK63878m5IlMJLZikZ', 'uri': 'spotify:track:2JqRNK63878m5IlMJLZikZ', 'track_href': 'https://api.spotify.com/v1/tracks/2JqRNK63878m5IlMJLZikZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2JqRNK63878m5IlMJLZikZ', 'duration_ms': 309080, 'time_signature': 4}"
16,"{'danceability': 0.554, 'energy': 0.651, 'key': 2, 'loudness': -7.349, 'mode': 1, 'speechiness': 0.0248, 'acousticness': 0.129, 'instrumentalness': 0.00011, 'liveness': 0.194, 'valence': 0.55, 'tempo': 147.986, 'type': 'audio_features', 'id': '66LKYfOFKVJ35d2QeHe7C8', 'uri': 'spotify:track:66LKYfOFKVJ35d2QeHe7C8', 'track_href': 'https://api.spotify.com/v1/tracks/66LKYfOFKVJ35d2QeHe7C8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/66LKYfOFKVJ35d2QeHe7C8', 'duration_ms': 204261, 'time_signature': 4}"
17,"{'danceability': 0.639, 'energy': 0.816, 'key': 6, 'loudness': -5.28, 'mode': 0, 'speechiness': 0.0485, 'acousticness': 0.000985, 'instrumentalness': 0.0604, 'liveness': 0.141, 'valence': 0.802, 'tempo': 138.008, 'type': 'audio_features', 'id': '1pNUmVxDiE8t6P1XxcZAv8', 'uri': 'spotify:track:1pNUmVxDiE8t6P1XxcZAv8', 'track_href': 'https://api.spotify.com/v1/tracks/1pNUmVxDiE8t6P1XxcZAv8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1pNUmVxDiE8t6P1XxcZAv8', 'duration_ms': 166520, 'time_signature': 4}"
18,"{'danceability': 0.654, 'energy': 0.539, 'key': 11, 'loudness': -7.386, 'mode': 1, 'speechiness': 0.0348, 'acousticness': 0.542, 'instrumentalness': 0.0791, 'liveness': 0.0944, 'valence': 0.279, 'tempo': 102.002, 'type': 'audio_features', 'id': '0WFmNgxgMylXiuJDCfpMeq', 'uri': 'spotify:track:0WFmNgxgMylXiuJDCfpMeq', 'track_href': 'https://api.spotify.com/v1/tracks/0WFmNgxgMylXiuJDCfpMeq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0WFmNgxgMylXiuJDCfpMeq', 'duration_ms': 235587, 'time_signature': 4}"
19,"{'danceability': 0.361, 'energy': 0.658, 'key': 4, 'loudness': -6.629, 'mode': 1, 'speechiness': 0.0296, 'acousticness': 0.103, 'instrumentalness': 0.0115, 'liveness': 0.0584, 'valence': 0.148, 'tempo': 104.796, 'type': 'audio_features', 'id': '0DrPfPbgV3TxsxgqEjQzPk', 'uri': 'spotify:track:0DrPfPbgV3TxsxgqEjQzPk', 'track_href': 'https://api.spotify.com/v1/tracks/0DrPfPbgV3TxsxgqEjQzPk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0DrPfPbgV3TxsxgqEjQzPk', 'duration_ms': 307213, 'time_signature': 4}"
20,"{'danceability': 0.592, 'energy': 0.622, 'key': 9, 'loudness': -8.627, 'mode': 0, 'speechiness': 0.0702, 'acousticness': 0.172, 'instrumentalness': 0.000101, 'liveness': 0.166, 'valence': 0.232, 'tempo': 80.977, 'type': 'audio_features', 'id': '6V1BR02vo6DbyRY4opWXMg', 'uri': 'spotify:track:6V1BR02vo6DbyRY4opWXMg', 'track_href': 'https://api.spotify.com/v1/tracks/6V1BR02vo6DbyRY4opWXMg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6V1BR02vo6DbyRY4opWXMg', 'duration_ms': 302400, 'time_signature': 4}"
21,"{'danceability': 0.748, 'energy': 0.802, 'key': 5, 'loudness': -6.271, 'mode': 1, 'speechiness': 0.113, 'acousticness': 0.595, 'instrumentalness': 0.000678, 'liveness': 0.113, 'valence': 0.874, 'tempo': 159.984, 'type': 'audio_features', 'id': '0EKbMWOt2ZwdEcqgRpLHaC', 'uri': 'spotify:track:0EKbMWOt2ZwdEcqgRpLHaC', 'track_href': 'https://api.spotify.com/v1/tracks/0EKbMWOt2ZwdEcqgRpLHaC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0EKbMWOt2ZwdEcqgRpLHaC', 'duration_ms': 156078, 'time_signature': 4}"
22,"{'danceability': 0.642, 'energy': 0.91, 'key': 10, 'loudness': -4.033, 'mode': 1, 'speechiness': 0.127, 'acousticness': 0.0381, 'instrumentalness': 0.000127, 'liveness': 0.412, 'valence': 0.519, 'tempo': 103.127, 'type': 'audio_features', 'id': '4NzZbRu1J9V5KrH2ZFs3O4', 'uri': 'spotify:track:4NzZbRu1J9V5KrH2ZFs3O4', 'track_href': 'https://api.spotify.com/v1/tracks/4NzZbRu1J9V5KrH2ZFs3O4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4NzZbRu1J9V5KrH2ZFs3O4', 'duration_ms': 194829, 'time_signature': 4}"
23,"{'danceability': 0.553, 'energy': 0.699, 'key': 5, 'loudness': -4.938, 'mode': 1, 'speechiness': 0.0323, 'acousticness': 0.0461, 'instrumentalness': 0.00728, 'liveness': 0.141, 'valence': 0.443, 'tempo': 127.105, 'type': 'audio_features', 'id': '5V5QkXN5ks3LrTOqsWzFLD', 'uri': 'spotify:track:5V5QkXN5ks3LrTOqsWzFLD', 'track_href': 'https://api.spotify.com/v1/tracks/5V5QkXN5ks3LrTOqsWzFLD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5V5QkXN5ks3LrTOqsWzFLD', 'duration_ms': 186267, 'time_signature': 4}"
24,"{'danceability': 0.707, 'energy': 0.725, 'key': 9, 'loudness': -6.691, 'mode': 1, 'speechiness': 0.0343, 'acousticness': 0.00554, 'instrumentalness': 0.000473, 'liveness': 0.18, 'valence': 0.791, 'tempo': 119.979, 'type': 'audio_features', 'id': '32tAyhy8cszoMMw1XGwlyE', 'uri': 'spotify:track:32tAyhy8cszoMMw1XGwlyE', 'track_href': 'https://api.spotify.com/v1/tracks/32tAyhy8cszoMMw1XGwlyE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/32tAyhy8cszoMMw1XGwlyE', 'duration_ms': 185513, 'time_signature': 4}"
25,"{'danceability': 0.421, 'energy': 0.777, 'key': 0, 'loudness': -5.778, 'mode': 1, 'speechiness': 0.0454, 'acousticness': 0.0276, 'instrumentalness': 0.000353, 'liveness': 0.122, 'valence': 0.436, 'tempo': 122.911, 'type': 'audio_features', 'id': '23uCHFc7xcQWgXh2oelMOe', 'uri': 'spotify:track:23uCHFc7xcQWgXh2oelMOe', 'track_href': 'https://api.spotify.com/v1/tracks/23uCHFc7xcQWgXh2oelMOe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/23uCHFc7xcQWgXh2oelMOe', 'duration_ms': 246893, 'time_signature': 4}"
26,"{'danceability': 0.565, 'energy': 0.527, 'key': 9, 'loudness': -6.797, 'mode': 1, 'speechiness': 0.0397, 'acousticness': 0.866, 'instrumentalness': 0.000104, 'liveness': 0.092, 'valence': 0.183, 'tempo': 93.98, 'type': 'audio_features', 'id': '3aVWHs31RqqKpuZcPvdKeq', 'uri': 'spotify:track:3aVWHs31RqqKpuZcPvdKeq', 'track_href': 'https://api.spotify.com/v1/tracks/3aVWHs31RqqKpuZcPvdKeq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3aVWHs31RqqKpuZcPvdKeq', 'duration_ms': 255736, 'time_signature': 4}"
27,"{'danceability': 0.524, 'energy': 0.872, 'key': 2, 'loudness': -4.84, 'mode': 1, 'speechiness': 0.0805, 'acousticness': 0.0437, 'instrumentalness': 0.0362, 'liveness': 0.102, 'valence': 0.626, 'tempo': 133.99, 'type': 'audio_features', 'id': '1T2asnfFTKOsdzvT3rLIo3', 'uri': 'spotify:track:1T2asnfFTKOsdzvT3rLIo3', 'track_href': 'https://api.spotify.com/v1/tracks/1T2asnfFTKOsdzvT3rLIo3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1T2asnfFTKOsdzvT3rLIo3', 'duration_ms': 167123, 'time_signature': 4}"
28,"{'danceability': 0.648, 'energy': 0.653, 'key': 4, 'loudness': -7.129, 'mode': 1, 'speechiness': 0.0358, 'acousticness': 0.621, 'instrumentalness': 0.016, 'liveness': 0.364, 'valence': 0.849, 'tempo': 139.965, 'type': 'audio_features', 'id': '7cxQU6n5G5lO6EAjnpSA9w', 'uri': 'spotify:track:7cxQU6n5G5lO6EAjnpSA9w', 'track_href': 'https://api.spotify.com/v1/tracks/7cxQU6n5G5lO6EAjnpSA9w', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7cxQU6n5G5lO6EAjnpSA9w', 'duration_ms': 171543, 'time_signature': 4}"
29,"{'danceability': 0.628, 'energy': 0.797, 'key': 4, 'loudness': -6.103, 'mode': 1, 'speechiness': 0.0371, 'acousticness': 0.0234, 'instrumentalness': 3.57e-06, 'liveness': 0.112, 'valence': 0.497, 'tempo': 128.025, 'type': 'audio_features', 'id': '3vTG7B4eu8jsrSQGuxYygG', 'uri': 'spotify:track:3vTG7B4eu8jsrSQGuxYygG', 'track_href': 'https://api.spotify.com/v1/tracks/3vTG7B4eu8jsrSQGuxYygG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3vTG7B4eu8jsrSQGuxYygG', 'duration_ms': 210653, 'time_signature': 4}"
30,"{'danceability': 0.672, 'energy': 0.788, 'key': 0, 'loudness': -5.5, 'mode': 1, 'speechiness': 0.0417, 'acousticness': 0.482, 'instrumentalness': 0, 'liveness': 0.084, 'valence': 0.661, 'tempo': 105.991, 'type': 'audio_features', 'id': '448V07W0zPY7ep7Dtc9Ukm', 'uri': 'spotify:track:448V07W0zPY7ep7Dtc9Ukm', 'track_href': 'https://api.spotify.com/v1/tracks/448V07W0zPY7ep7Dtc9Ukm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/448V07W0zPY7ep7Dtc9Ukm', 'duration_ms': 159057, 'time_signature': 4}"
31,"{'danceability': 0.921, 'energy': 0.537, 'key': 9, 'loudness': -5.723, 'mode': 0, 'speechiness': 0.0804, 'acousticness': 0.556, 'instrumentalness': 0.00404, 'liveness': 0.102, 'valence': 0.711, 'tempo': 128.009, 'type': 'audio_features', 'id': '0JP9xo3adEtGSdUEISiszL', 'uri': 'spotify:track:0JP9xo3adEtGSdUEISiszL', 'track_href': 'https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL', 'duration_ms': 135090, 'time_signature': 4}"
32,"{'danceability': 0.694, 'energy': 0.872, 'key': 4, 'loudness': -6.169, 'mode': 1, 'speechiness': 0.0301, 'acousticness': 0.289, 'instrumentalness': 0.109, 'liveness': 0.0762, 'valence': 0.914, 'tempo': 140.011, 'type': 'audio_features', 'id': '7wQkQcztYzP1Go9Gh29Vop', 'uri': 'spotify:track:7wQkQcztYzP1Go9Gh29Vop', 'track_href': 'https://api.spotify.com/v1/tracks/7wQkQcztYzP1Go9Gh29Vop', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7wQkQcztYzP1Go9Gh29Vop', 'duration_ms': 201250, 'time_signature': 4}"
33,"{'danceability': 0.382, 'energy': 0.777, 'key': 11, 'loudness': -4.343, 'mode': 0, 'speechiness': 0.0538, 'acousticness': 0.115, 'instrumentalness': 0.3, 'liveness': 0.0984, 'valence': 0.534, 'tempo': 154.41, 'type': 'audio_features', 'id': '4zmJhhKDBdRceqXvfhvQay', 'uri': 'spotify:track:4zmJhhKDBdRceqXvfhvQay', 'track_href': 'https://api.spotify.com/v1/tracks/4zmJhhKDBdRceqXvfhvQay', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4zmJhhKDBdRceqXvfhvQay', 'duration_ms': 201613, 'time_signature': 4}"
34,"{'danceability': 0.649, 'energy': 0.384, 'key': 0, 'loudness': -6.033, 'mode': 1, 'speechiness': 0.0323, 'acousticness': 0.174, 'instrumentalness': 0.000578, 'liveness': 0.241, 'valence': 0.435, 'tempo': 80.972, 'type': 'audio_features', 'id': '2otguAGGnNYyLEa6gsRqK8', 'uri': 'spotify:track:2otguAGGnNYyLEa6gsRqK8', 'track_href': 'https://api.spotify.com/v1/tracks/2otguAGGnNYyLEa6gsRqK8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2otguAGGnNYyLEa6gsRqK8', 'duration_ms': 199800, 'time_signature': 4}"
35,"{'danceability': 0.777, 'energy': 0.542, 'key': 0, 'loudness': -8.287, 'mode': 1, 'speechiness': 0.0353, 'acousticness': 0.813, 'instrumentalness': 0.00013, 'liveness': 0.0841, 'valence': 0.419, 'tempo': 122.965, 'type': 'audio_features', 'id': '6Yx7XlialfM3sY4zeSORoA', 'uri': 'spotify:track:6Yx7XlialfM3sY4zeSORoA', 'track_href': 'https://api.spotify.com/v1/tracks/6Yx7XlialfM3sY4zeSORoA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Yx7XlialfM3sY4zeSORoA', 'duration_ms': 230244, 'time_signature': 4}"
36,"{'danceability': 0.415, 'energy': 0.745, 'key': 7, 'loudness': -5.902, 'mode': 1, 'speechiness': 0.174, 'acousticness': 0.108, 'instrumentalness': 6.69e-05, 'liveness': 0.526, 'valence': 0.468, 'tempo': 84.926, 'type': 'audio_features', 'id': '6w6SW8zyEcyxwSR7Wya45a', 'uri': 'spotify:track:6w6SW8zyEcyxwSR7Wya45a', 'track_href': 'https://api.spotify.com/v1/tracks/6w6SW8zyEcyxwSR7Wya45a', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6w6SW8zyEcyxwSR7Wya45a', 'duration_ms': 218040, 'time_signature': 4}"
37,"{'danceability': 0.667, 'energy': 0.68, 'key': 11, 'loudness': -11.07, 'mode': 1, 'speechiness': 0.0579, 'acousticness': 0.0395, 'instrumentalness': 2.07e-06, 'liveness': 0.168, 'valence': 0.676, 'tempo': 114.95, 'type': 'audio_features', 'id': '0ESF1DQMcddHHGmQqbbjL5', 'uri': 'spotify:track:0ESF1DQMcddHHGmQqbbjL5', 'track_href': 'https://api.spotify.com/v1/tracks/0ESF1DQMcddHHGmQqbbjL5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0ESF1DQMcddHHGmQqbbjL5', 'duration_ms': 235598, 'time_signature': 4}"
38,"{'danceability': 0.611, 'energy': 0.592, 'key': 7, 'loudness': -4.931, 'mode': 1, 'speechiness': 0.0417, 'acousticness': 0.00476, 'instrumentalness': 0, 'liveness': 0.0427, 'valence': 0.776, 'tempo': 134.027, 'type': 'audio_features', 'id': '79LfU5ufUmiLvLURU23Yyf', 'uri': 'spotify:track:79LfU5ufUmiLvLURU23Yyf', 'track_href': 'https://api.spotify.com/v1/tracks/79LfU5ufUmiLvLURU23Yyf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/79LfU5ufUmiLvLURU23Yyf', 'duration_ms': 139822, 'time_signature': 4}"
39,"{'danceability': 0.596, 'energy': 0.766, 'key': 8, 'loudness': -5.88, 'mode': 1, 'speechiness': 0.0306, 'acousticness': 0.176, 'instrumentalness': 0.00011, 'liveness': 0.306, 'valence': 0.74, 'tempo': 102.121, 'type': 'audio_features', 'id': '3UEdmGLAOSEnCJzuNzxQCZ', 'uri': 'spotify:track:3UEdmGLAOSEnCJzuNzxQCZ', 'track_href': 'https://api.spotify.com/v1/tracks/3UEdmGLAOSEnCJzuNzxQCZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3UEdmGLAOSEnCJzuNzxQCZ', 'duration_ms': 233467, 'time_signature': 4}"
40,"{'danceability': 0.403, 'energy': 0.389, 'key': 4, 'loudness': -9.798, 'mode': 1, 'speechiness': 0.0376, 'acousticness': 0.149, 'instrumentalness': 0.109, 'liveness': 0.106, 'valence': 0.169, 'tempo': 138.036, 'type': 'audio_features', 'id': '3Yp9EQ8G9S2AlSew3R7p6I', 'uri': 'spotify:track:3Yp9EQ8G9S2AlSew3R7p6I', 'track_href': 'https://api.spotify.com/v1/tracks/3Yp9EQ8G9S2AlSew3R7p6I', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Yp9EQ8G9S2AlSew3R7p6I', 'duration_ms': 439000, 'time_signature': 4}"
41,"{'danceability': 0.709, 'energy': 0.496, 'key': 1, 'loudness': -10.528, 'mode': 0, 'speechiness': 0.0417, 'acousticness': 0.581, 'instrumentalness': 0.195, 'liveness': 0.151, 'valence': 0.469, 'tempo': 78.477, 'type': 'audio_features', 'id': '2N4idqj9TT3HnH2OFT9j0v', 'uri': 'spotify:track:2N4idqj9TT3HnH2OFT9j0v', 'track_href': 'https://api.spotify.com/v1/tracks/2N4idqj9TT3HnH2OFT9j0v', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2N4idqj9TT3HnH2OFT9j0v', 'duration_ms': 181587, 'time_signature': 4}"
42,"{'danceability': 0.278, 'energy': 0.319, 'key': 6, 'loudness': -12.554, 'mode': 1, 'speechiness': 0.0326, 'acousticness': 0.825, 'instrumentalness': 0.943, 'liveness': 0.084, 'valence': 0.0353, 'tempo': 110.977, 'type': 'audio_features', 'id': '4dTc3yRMmsPejJSQOXJpaB', 'uri': 'spotify:track:4dTc3yRMmsPejJSQOXJpaB', 'track_href': 'https://api.spotify.com/v1/tracks/4dTc3yRMmsPejJSQOXJpaB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4dTc3yRMmsPejJSQOXJpaB', 'duration_ms': 78960, 'time_signature': 5}"
